mgrb_entity_id,actor_type,source_actor_type,attempted,successfully_searched,query_method,query_value,executed_interface,online_api_status,gfw_vessel_id,gfw_identity_key,gfw_reported_name,gfw_reported_imo,gfw_reported_mmsi,gfw_reported_callsign,flag,vessel_class_or_type,first_available_date,last_available_date,match_status,match_confidence,resolution_status,match_scope,candidate_count,existing_census_source_ids,identifier_snowball_status,identifier_snowball_notes,discrepancy_notes
AMTI-MM-101,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524436,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-102,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524433,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412524433,,,412524433,,CHN,fishing,2020-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-103,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412523613,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412523613,,,412523613,,CHN,fishing,2023-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-104,MARITIME_MILITIA,MILITIA;FISHING,YES,NO,NAME,Qiong Sanya Yu 72199,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NOT_TESTED,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,Strongest documented online query was prepared but not executed because the Vessel Search API returned HTTP 401 without an owner-supplied token; the public bulk archive cannot search this identifier type.
AMTI-MM-105,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520375,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412520375,,,412520375,,CHN,trawlers,2024-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-106,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412523165,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-107,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412311586,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-108,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412523024,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-109,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412618066,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-110,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520235,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412520235,,,412520235,,CHN,fishing,2017-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-111,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521143,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-112,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521957,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-113,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521956,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-114,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521609,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-115,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521618,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-116,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412512177,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412512177,,,412512177,,CHN,pole_and_line,2023-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-117,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,415240106,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-118,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522105,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-119,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522116,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412522116,,,412522116,,CHN,pole_and_line,2024-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-120,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522122,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-121,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522146,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-122,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522154,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412522154,,,412522154,,CHN,fishing,2023-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-123,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520752,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:415000568,,,415000568,,UNKNOWN-CHN;UNKNOWN-TWN,fixed_gear,2018-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-124,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522992,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-125,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412530321,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-126,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521509,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-127,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412345687,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412345687,,,412345687,,CHN,fishing,2012-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-128,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524656,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-129,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520696,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-130,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520346,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412520346,,,412520346,,CHN,trawlers,2018-01-01,2018-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-131,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522309,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-132,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412523326,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-133,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522906,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-134,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524963,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-135,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412522699,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-136,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521404,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-137,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520014,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-138,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412230085,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-139,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412523528,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412523528,,,412523528,,CHN,fishing,2022-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-140,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521523,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-141,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521885,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-142,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520344,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-143,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412520437,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,mmsi:412520437,,,412520437,,CHN,trawlers,2023-01-01,2024-12-31,EXACT_IDENTIFIER,1.0,IDENTITY_MATCH_NO_TRACK,GFW_FISHING_VESSELS_V3_BULK_ONLY,1,amti_hainan_militia,CHECKED_NO_MATERIALLY_NEW_SOURCE_LINK,Exact MMSI/name checked against the existing R3 crosswalk source-link inventory; the AMTI source link was already present and no new existing census repository link was established.,"Exact MMSI match in GFW Fishing vessels v3 bulk archive. The archive has annual identity/activity summaries, no GFW internal vessel ID and no positions. Online Vessel Search remained token-blocked."
AMTI-MM-144,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524906,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-145,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521535,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-146,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412521982,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
AMTI-MM-147,MARITIME_MILITIA,MILITIA;FISHING,YES,YES,MMSI,412524975,GFW_FISHING_VESSELS_V3_BULK,AUTH_BLOCKED_HTTP_401,,,,,,,,,,,NO_MATCH,,NO_IDENTITY_MATCH,GFW_FISHING_VESSELS_V3_BULK_ONLY,0,amti_hainan_militia,NOT_APPLICABLE_NO_STRONG_GFW_MATCH,Snowballing is required only for a strong/exact GFW match.,No exact MMSI match in the tested Fishing vessels v3 archive; this is not a global GFW no-match because online Vessel Search was token-blocked.
