vessel_key,hull_number,name_en_or_romanized,name_zh,aliases_or_former_names,imo,mmsi_primary,mmsi_secondary,actor_family,operator_or_institution,vessel_type,source_ids,identity_confidence,track_availability,notes,last_checked_utc
CCG-3107,3107,China Coast Guard 3107,中国海警3107,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3303,3303,China Coast Guard 3303,中国海警3303,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3304,3304,China Coast Guard 3304,中国海警3304,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3305,3305,China Coast Guard 3305,中国海警3305,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3308,3308,China Coast Guard 3308,中国海警3308,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-35111,35111,China Coast Guard 35111,中国海警35111,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-37111,37111,China Coast Guard 37111,中国海警37111,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3901,3901,China Coast Guard 3901,中国海警3901,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-4203,4203,China Coast Guard 4203,中国海警4203,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-4301,4301,China Coast Guard 4301,中国海警4301,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-45111,45111,China Coast Guard 45111,中国海警45111,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-46302,46302,China Coast Guard 46302,中国海警46302,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5202,5202,China Coast Guard 5202,中国海警5202,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5205,5205,China Coast Guard 5205,中国海警5205,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5303,5303,China Coast Guard 5303,中国海警5303,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5309,5309,China Coast Guard 5309,中国海警5309,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5402,5402,China Coast Guard 5402,中国海警5402,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-5403,5403,China Coast Guard 5403,中国海警5403,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-6307,6307,China Coast Guard 6307,中国海警6307,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-21562,21562,China Coast Guard 21562,中国海警21562,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-21563,21563,China Coast Guard 21563,中国海警21563,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
